Zone,State,City,Place Name,Type,Best Visit Time,Entry Fee,Trip Cost,Stay Duration,Activity Level,Ideal For,Nearest Hub
West,MH,Aurangabad,Bibi Ka Maqbara,History,Year-round,25,200-1000,2 Hours,Low,History Lovers,Aurangabad Airport
West,MH,Aurangabad,Panchakki,Engineering/History,Year-round,10,100-500,1 Hour,Low,History Buffs,Aurangabad Airport
West,MH,Aurangabad,Daulatabad Fort,History,Year-round,25,500-1500,1 Day,High,Adventure Lovers,Aurangabad Airport
West,MH,Bhandardara,Arthur Lake,Nature,Oct-Mar,0,4000-8000,2 Days,Low,Couples,Nasik Airport
West,MH,Bhimashankar,Jyotirlinga Temple,Spiritual/Nature,Year-round,0,4000-8000,1 Day,High,Family,Pune Airport
West,MH,Buldhana,Lonar Lake,Nature/History,Oct-Mar,0,500-2000,1 Day,Medium,Science Lovers,Aurangabad Airport
West,MH,Chandrapur,Tadoba National Park,Wildlife,Oct-Jun,1000,5000-15000,2 Days,Medium,Wildlife Lovers,Nagpur Airport
West,MH,Chiplun,Parshuram Temple,Spiritual,Year-round,0,2000-5000,1 Day,Low,Family,Chiplun Station
West,MH,Ganpatipule,Ganesh Temple,Spiritual,Year-round,0,6000-11000,2 Days,Low,Family,Ratnagiri Station
West,MH,Ganpatipule,Ganpatipule Temple,Spiritual/Beach,Oct-Mar,0,1000-3000,1 Day,Low,Pilgrims,Ratnagiri Airport
West,MH,Igathpuri,Vipassana Centre,Spiritual,Year-round,0,2000-5000,2 Days,Low,Solo,Nasik Airport
West,MH,Jawhar,Jai Vilas Palace,History,Year-round,20,2000-5000,1 Day,Low,Family,Nasik Airport
West,MH,Karjat,Kondana Caves,History/Trek,Jul-Oct,0,1000-3000,1 Day,High,Friends,Mumbai Airport
West,MH,Khandala,Duke's Nose,Adventure,Oct-Mar,0,2000-5000,1 Day,High,"Solo, Friends",Pune Airport
West,MH,Khandala,Bhushi Dam,Nature,Jul-Sep,0,1000-3000,1 Day,Medium,Friends,Pune Airport
West,MH,Kolhapur,Mahalakshmi Temple,Spiritual,Year-round,0,2000-5000,1 Day,Medium,Family,Kolhapur Station
West,MH,Kolhapur,Panhala Fort,History,Oct-Mar,0,2000-5000,1 Day,Medium,Family,Kolhapur Station
West,MH,Kolhapur,Mahalakshmi Temple Kolhapur,Spiritual,Year-round,0,500-2000,1 Day,Medium,Pilgrims,Kolhapur Airport
West,MH,Lonavala,Tiger Point,Nature/View,Jul-Sep,0,3000-6000,1 Day,Low,"Couples, Friends",Pune Airport
West,MH,Lonavala,Karla Caves,History,Oct-Mar,25,1000-3000,1 Day,High,Solo,Pune Airport
West,MH,Lonavala,Lohagad Fort,History/Trek,Jul-Oct,0,2000-4000,1 Day,High,Friends,Pune Airport
West,MH,Lonavala,Bhaja Caves,History,Oct-Mar,25,500-1500,1 Day,Medium,History Lovers,Pune Airport
West,MH,Mahabaleshwar,Venna Lake,Lake/Nature,Mar-Jun,0,7000-12000,2 Days,Medium,"Family, Couples",Pune Airport
West,MH,Mahabaleshwar,Pratapgad Fort,History,Oct-Mar,0,2000-5000,1 Day,High,Family,Pune Airport
West,MH,Mahabaleshwar,Mapro Garden,Food/Nature,Year-round,0,500-2000,1 Day,Low,Family,Pune Airport
West,MH,Mahabaleshwar,Arthur's Seat,View Point,Oct-Jun,0,500-1500,1 Day,Low,Nature Lovers,Pune Airport
West,MH,Mahabaleshwar,Elephant's Head Point,View Point,Oct-Jun,0,200-1000,1 Hour,Low,Nature Lovers,Pune Airport
West,MH,Matheran,Panorama Point,View Point,Oct-May,0,500-1500,1 Day,Medium,Nature Lovers,Mumbai Airport
West,MH,Mumbai,Elephanta Caves,History,Oct-Mar,40,2000-4000,1 Day,Medium,"Solo, Friends",Mumbai Airport
West,MH,Mumbai,Kanheri Caves,History,Oct-Mar,15,1000-3000,1 Day,High,"Solo, Friends",Mumbai Airport
West,MH,Mumbai,Juhu Beach,Beach,Evening,0,500-2000,1 Day,Low,All,Mumbai Airport
West,MH,Mumbai,Siddhivinayak Temple,Spiritual,Year-round,0,500-2000,1 Day,Medium,Family,Mumbai Airport
West,MH,Mumbai,Haji Ali Dargah,Spiritual,Year-round,0,500-1500,1 Day,Medium,All,Mumbai Airport
West,MH,Mumbai,Sanjay Gandhi Park,Nature,Oct-Mar,60,1000-3000,1 Day,Medium,Kids,Mumbai Airport
West,MH,Mumbai,Mount Mary Church,Spiritual,Year-round,0,200-1000,1 Day,Low,All,Mumbai Airport
West,MH,Mumbai,Chhatrapati Shivaji Terminus,History/Architecture,Year-round,0,0-500,1 Day,Low,All,Mumbai Airport
West,MH,Mumbai,Bandra-Worli Sea Link,Engineering,Year-round,0,0-500,1 Day,Low,All,Mumbai Airport
West,MH,Mumbai,Global Vipassana Pagoda,Spiritual,Year-round,0,500-1500,1 Day,Low,All,Mumbai Airport
West,MH,Mumbai,Hanging Gardens,Nature,Year-round,0,100-500,1 Hour,Low,Families,Mumbai Airport
West,MH,Mumbai,Mani Bhavan,History,Year-round,0,100-500,1 Hour,Low,History Lovers,Mumbai Airport
West,MH,Mumbai,Bhau Daji Lad Museum,History/Art,Year-round,10,100-500,2 Hours,Low,History Lovers,Mumbai Airport
West,MH,Mumbai,Taraporewala Aquarium,Nature,Year-round,60,200-1000,2 Hours,Low,Families/Kids,Mumbai Airport
West,MH,Mumbai,Jehangir Art Gallery,Art,Year-round,0,100-500,1 Hour,Low,Art Lovers,Mumbai Airport
West,MH,Mumbai,Crawford Market,History/Shopping,Year-round,0,200-1000,2 Hours,Medium,Shoppers,Mumbai Airport
West,MH,Mumbai,Worli Fort,History/View,Year-round,0,100-500,1 Hour,Low,History Lovers,Mumbai Airport
West,MH,Mumbai,National Gallery of Modern Art Mumbai,Art,Year-round,20,100-500,2 Hours,Low,Art Lovers,Mumbai Airport
West,MH,Mumbai,National Park Borivali,Wildlife/Nature,Year-round,60,500-1500,1 Day,Medium,Families,Mumbai Airport
West,MH,Murud,Janjira Fort,History,Oct-Mar,50,2000-5000,1 Day,Medium,Friends,Mumbai Airport
West,MH,Nagpur,Deekshabhoomi,Spiritual,Year-round,0,500-1500,1 Day,Low,All,Nagpur Airport
West,MH,Nagpur,Ambazari Lake,Nature,Evening,0,500-2000,1 Day,Low,Family,Nagpur Airport
West,MH,Nagpur,Pench Tiger Reserve,Wildlife,Oct-Jun,1000,12000-20000,2 Days,Medium,Family,Nagpur Airport
West,MH,Nashik,Sula Vineyards,Culture/Nature,Jan-Mar,400,5000-12000,1 Day,Low,Couples,Nasik Airport
West,MH,Nashik,Anjaneri Hills,Trek/Spiritual,Sep-Mar,0,2000-5000,1 Day,High,Solo,Nasik Airport
West,MH,Nashik,Trimbakeshwar Temple,Spiritual,Year-round,0,500-2000,1 Day,Medium,Pilgrims,Nashik Airport
West,MH,Nashik,Pandavleni Caves,History,Oct-Mar,25,200-1000,2 Hours,Medium,History Lovers,Nashik Airport
West,MH,Nashik,Saptashrungi Gad,Spiritual,Year-round,0,500-1500,1 Day,High,Pilgrims,Nashik Airport
West,MH,Nashik,Muktidham Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Nashik Airport
West,MH,Nashik,Kalaram Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Nashik Airport
West,MH,Nashik,Sita Gufa,Spiritual/History,Year-round,0,100-500,1 Hour,Low,Pilgrims,Nashik Airport
West,MH,Nasik,Panchavati,Spiritual,Year-round,0,3000-7000,1 Day,Medium,"Family, Senior Citizens",Nasik Airport
West,MH,Palghar,Kelva Beach,Beach,Oct-Mar,0,2000-5000,1 Day,Low,Family,Mumbai Airport
West,MH,Panchgani,Table Land,Nature/View,Sep-May,0,1000-3000,1 Day,Medium,All,Pune Airport
West,MH,Panchgani,Sydney Point,View Point,Oct-Mar,0,100-500,1 Hour,Low,Nature Lovers,Pune Airport
West,MH,Panchgani,Parsi Point,View Point,Oct-Mar,0,100-500,1 Hour,Low,Nature Lovers,Pune Airport
West,MH,Pune,Shaniwar Wada,History,Year-round,25,1000-3000,1 Day,Low,"Family, All",Pune Airport
West,MH,Pune,Sinhagad Fort,History/Trek,Jul-Feb,20,1000-3000,1 Day,High,Friends,Pune Airport
West,MH,Pune,Aga Khan Palace,History,Year-round,25,500-1500,1 Day,Low,Family,Pune Airport
West,MH,Pune,Pataleshwar Caves,History,Year-round,0,200-1000,1 Day,Low,All,Pune Airport
West,MH,Pune,Malshej Ghat,Nature,Jul-Sep,0,1000-3000,1 Day,Medium,Nature Lovers,Pune Airport
West,MH,Pune,Mulshi Dam,Nature,Jul-Sep,0,1000-3000,1 Day,Low,Couples,Pune Airport
West,MH,Pune,Aga Khan Palace Pune,History,Year-round,25,100-500,2 Hours,Low,History Lovers,Pune Airport
West,MH,Pune,Shaniwar Wada Palace,History,Year-round,25,100-500,2 Hours,Low,History Lovers,Pune Airport
West,MH,Pune,Raja Dinkar Kelkar Museum,History/Art,Year-round,50,200-1000,2 Hours,Low,Art Lovers,Pune Airport
West,MH,Pune,Pataleshwar Cave Temple,History/Spiritual,Year-round,0,100-300,1 Hour,Low,History Buffs,Pune Airport
West,MH,Pune,Vetal Tekdi,Nature/View,Year-round,0,100-300,2 Hours,Medium,Nature Lovers,Pune Airport
West,MH,Pune,Dagdusheth Halwai Ganpati,Spiritual,Year-round,0,100-500,1 Hour,Low,All,Pune Airport
West,MH,Pune,Parvati Hill,History/Spiritual,Year-round,0,100-500,2 Hours,High,Nature Lovers,Pune Airport
West,MH,Pune,Rajgad Fort,History/Trek,Jul-Feb,0,1000-3000,1 Day,High,Adventure Lovers,Pune Airport
West,MH,Pune,Katraj Snake Park,Wildlife,Year-round,40,100-500,2 Hours,Low,Families/Kids,Pune Airport
West,MH,Pune,Bund Garden,Nature/Park,Year-round,0,100-300,1 Hour,Low,All,Pune Airport
West,MH,Pune,Chaturshringi Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Pune Airport
West,MH,Pune,Osho Teerth Park,Nature,Year-round,0,100-500,1 Hour,Low,Peace Seekers,Pune Airport
West,MH,Raigad,Raigad Fort,History,Oct-Mar,25,3000-7000,1 Day,High,Family,Pune Airport
West,MH,Raigad,Harihareshwar Beach,Beach/Spiritual,Oct-Mar,0,1000-3000,1 Day,Low,All,Pune Airport
West,MH,Raigad,Diveagar Beach,Beach,Oct-Mar,0,1000-3000,1 Day,Low,Families,Pune Airport
West,MH,Raigad,Murud Janjira Fort,History,Oct-Mar,0,500-2000,1 Day,Medium,Adventure Seekers,Mumbai Airport
West,MH,Ratnagiri,Ratnadurg Fort,History,Oct-Mar,0,2000-5000,1 Day,Medium,All,Ratnagiri Station
West,MH,Ratnagiri,Ganpatipule Beach,Beach,Oct-Mar,0,5000-10000,2 Days,Low,Family,Ratnagiri Station
West,MH,Ratnagiri,Ratnagiri Fort,History,Oct-Mar,0,200-500,2 Hours,Medium,History Lovers,Ratnagiri Airport
West,MH,Satara,Kaas Plateau,Nature/Flowers,Sep-Oct,100,3000-6000,1 Day,Medium,All,Pune Airport
West,MH,Satara,Thoseghar Falls,Waterfall,Jul-Oct,20,1000-3000,1 Day,Medium,Family,Pune Airport
West,MH,Sawantwadi,Moti Talab,Nature,Evening,0,500-1500,1 Day,Low,All,Goa Airport
West,MH,Shirdi,Sai Baba Temple,Spiritual,Year-round,0,4000-8000,1 Day,Medium,"Family, Senior Citizens",Shirdi Airport
West,MH,Sindhudurg,Sindhudurg Fort,History,Oct-Mar,50,3000-6000,1 Day,Medium,Family,Goa Airport
West,MH,Solapur,Akkalkot Swami,Spiritual,Year-round,0,2000-5000,1 Day,Low,Family,Solapur Station
West,MH,Solapur,Pandharpur Temple,Spiritual,Year-round,0,3000-6000,2 Days,Medium,Family,Solapur Station
West,MH,Tarkarli,Tarkarli Beach,Beach/Adventure,Nov-Apr,0,7000-15000,2 Days,High,Friends,Goa Airport
West,MH,Thane,Upvan Lake,Nature,Evening,0,200-1000,1 Day,Low,Couples,Mumbai Airport
West,RJ,Ajmer,Ana Sagar Lake,Nature/Lake,Oct-Mar,0,100-500,1 Day,Low,All,Kishangarh Airport
West,RJ,Ajmer,Adhai Din Ka Jhonpra,History,Oct-Mar,0,100-500,1 Hour,Low,History Lovers,Kishangarh Airport
West,RJ,Alwar,Sariska National Park,Wildlife,Oct-Jun,100,2000-7000,2 Days,Medium,Wildlife Lovers,Jaipur Airport
West,RJ,Bharatpur,Lohagarh Fort,History,Oct-Mar,0,200-1000,1 Day,Medium,History Lovers,Agra Airport
West,RJ,Bikaner,Junagarh Fort Bikaner,History,Oct-Mar,50,500-1500,1 Day,Medium,History Lovers,Bikaner Airport
West,RJ,Bikaner,Gajner Palace,History/Nature,Oct-Mar,100,500-2000,1 Day,Low,Couples/Families,Bikaner Airport
West,RJ,Chittorgarh,Chittorgarh Fort Complex,History,Oct-Mar,40,500-1500,1 Day,High,History Lovers,Udaipur Airport
West,RJ,Chittorgarh,Vijay Stambh,History,Oct-Mar,0,100-500,1 Hour,Medium,History Buffs,Udaipur Airport
West,RJ,Chittorgarh,Padmini Palace,History,Oct-Mar,0,100-500,1 Hour,Low,History Lovers,Udaipur Airport
West,RJ,Jaipur,City Palace Jaipur,History,Oct-Mar,200,500-2000,1 Day,Low,History Lovers,Jaipur Airport
West,RJ,Jaipur,Jantar Mantar Jaipur,History/Science,Oct-Mar,50,200-1000,2 Hours,Low,History Buffs,Jaipur Airport
West,RJ,Jaipur,Galta Ji Temple,Spiritual/Nature,Year-round,0,200-1000,1 Day,Medium,All,Jaipur Airport
West,RJ,Jaipur,Chokhi Dhani Jaipur,Culture/Food,Year-round,800,1000-3000,Evening,Low,Families,Jaipur Airport
West,RJ,Jodhpur,Mandore Gardens,Nature/History,Oct-Mar,0,100-500,2 Hours,Low,Families,Jodhpur Airport
West,RJ,Jodhpur,Rao Jodha Desert Rock Park,Nature,Oct-Mar,100,200-1000,1 Day,Medium,Nature Lovers,Jodhpur Airport
West,RJ,Jodhpur,Balsamand Lake,Nature/Lake,Oct-Mar,0,200-1000,1 Day,Low,Families,Jodhpur Airport
West,RJ,Kumbhalgarh,Kumbhalgarh Fort Walls,History,Oct-Mar,40,500-2000,1 Day,High,Adventure Seekers,Udaipur Airport
West,RJ,Mount Abu,Achalgarh Fort,History/Spiritual,Year-round,0,200-1000,1 Day,Medium,History Lovers,Udaipur Airport
West,RJ,Mount Abu,Guru Shikhar,View Point,Year-round,0,200-1000,1 Day,Medium,Nature Lovers,Udaipur Airport
West,RJ,Tanot,Tanot Mata Temple,Spiritual/History,Year-round,0,500-2000,1 Day,Low,All,Jaisalmer Airport
West,RJ,Udaipur,Fateh Sagar Lake,Nature/Lake,Oct-Mar,0,100-500,1 Day,Low,All,Udaipur Airport
West,RJ,Udaipur,Sajjangarh Monsoon Palace,History/View,Oct-Mar,60,200-1000,2 Hours,Medium,Nature Lovers,Udaipur Airport
West,RJ,Udaipur,Jagmandir,History/Luxury,Oct-Mar,0,500-2000,1 Day,Low,Couples,Udaipur Airport
West,RJ,Udaipur,Gulab Bagh and Zoo,Nature/Wildlife,Year-round,25,200-1000,1 Day,Low,Families/Kids,Udaipur Airport
South,AP,Visakhapatnam,Indira Gandhi Zoological Park,Wildlife,Year-round,20,200-1000,1 Day,Medium,Families,Visakhapatnam Airport
North,HP,Kinnaur,Chitkul Viewpoint,Nature/Viewpoint,May-Oct,0,2000-5000,1 Day,Medium,Nature Lovers,Shimla Airport
North,HP,Kullu,Tirthan River,Nature/River/Relaxing,Mar-Nov,0,1000-3000,Half Day,Low,Families,Bhuntar Airport
North,HP,Lahaul,Gondhla Fort,History/Architecture/Tower,Jun-Sep,0,500-1500,1 Hour,Low,History Buffs,Bhuntar Airport
North,HP,Spiti,Gue Village,Culture/History/Nature,May-Oct,0,2000-5000,Half Day,Low,Adventure Seekers,Bhuntar Airport
North,HP,Chamba,Pangi Valley,Nature/Valley/Trekking,May-Oct,0,3000-8000,2 Days,High,Adventure Seekers,Pathankot Airport
North,UK,Rudraprayag,Deoria Tal,Nature/Lake/Trekking,May-Oct,0,2000-5000,1 Day,High,Adventure Seekers,Dehradun Airport
North,UK,Uttarkashi,Harsil Valley,Nature/Valley/Apple,Mar-Oct,0,2000-5000,1 Day,Low,Nature Lovers,Dehradun Airport
North,UK,Tehri,New Tehri,Nature/Dam/Lake,Year-round,0,1000-3000,1 Day,Medium,Families,Dehradun Airport
North,UK,Almora,Chitai Sun Temple,Spiritual/History,Year-round,0,500-1500,1 Hour,Low,Spiritual Seekers,Pantnagar Airport
North,JK,Pahalgam,Baisaran Valley,Nature/Valley/River,May-Oct,50,1000-3000,Half Day,Low,Families,Srinagar Airport
North,JK,Anantnag,Sinthan Top,Nature/Viewpoint/Snow,May-Oct,0,2000-5000,1 Day,Medium,Nature Lovers,Srinagar Airport
North,JK,Srinagar,Chashma Shahi,Nature/Garden/Spring,Apr-Oct,20,500-1000,1 Hour,Low,Families,Srinagar Airport
North,JK,Baramulla,Gurez Valley,Nature/Valley/River,Jun-Sep,0,3000-8000,2 Days,Medium,Adventure Seekers,Srinagar Airport
North,LA,Kargil,Phuktal Monastery Trek,Nature/Trekking/Spiritual,Jun-Sep,0,5000-10000,3 Days,High,Adventure Seekers,Leh Airport
North,LA,Leh,Likir Monastery,Spiritual/History,May-Sep,30,500-1500,2 Hours,Low,History Buffs,Leh Airport
North,UP,Agra,Guru Ka Taal,Nature/Lake/Spiritual,Oct-Mar,0,500-1000,1 Hour,Low,Families,Agra Airport
North,UP,Mathura,Gokul,Spiritual/History,Year-round,0,500-1500,Half Day,Low,Spiritual Seekers,Agra Airport
North,UP,Varanasi,Chunar Town,History/Culture,Oct-Mar,0,500-1500,Half Day,Low,History Buffs,Varanasi Airport
North,RJ,Bhilwara,Mandalgarh Fort,History/Ruins,Oct-Mar,0,500-1500,2 Hours,Medium,History Buffs,Udaipur Airport
North,RJ,Udaipur,Badi Lake,Nature/Lake/Relaxing,Oct-Mar,0,500-1500,2 Hours,Low,Couples,Udaipur Airport
North,RJ,Sirohi,Trevor's Tank,Nature/Wildlife/Park,Year-round,30,500-1000,1 Hour,Low,Nature Lovers,Udaipur Airport
North,RJ,Alwar,Pandupol Hanuman Temple,Spiritual/Nature/Forest,Year-round,0,500-1500,Half Day,Medium,Spiritual Seekers,Jaipur Airport
North,RJ,Jaipur,Panna Meena Ka Kund,History/Architecture/Stepwell,Year-round,0,500-1000,1 Hour,Low,History Buffs,Jaipur Airport
North,PB,Amritsar,Tarn Taran Sahib Gurdwara,Spiritual/Architecture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Amritsar Airport
North,HR,Kurukshetra,Bhadrakali Temple Kurukshetra,Spiritual,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Chandigarh Airport
North,HR,Panchkula,Mata Mansa Devi Mandir,Spiritual,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Chandigarh Airport
West,MH,Pune,Purandar Fort,History/Trekking/Nature,Jun-Feb,0,500-1500,Half Day,High,Adventure Seekers,Pune Airport
West,MH,Pune,Irshalgad Fort,History/Trekking/Nature,Jun-Feb,0,1000-3000,Half Day,High,Adventure Seekers,Mumbai Airport
West,MH,Satara,Ajinkyatara Fort,History/Trekking,Year-round,0,500-1000,Half Day,Medium,History Buffs,Pune Airport
West,MH,Kolhapur,Vishalgad Fort,History/Nature/Viewpoint,Year-round,0,500-1500,Half Day,Medium,History Buffs,Kolhapur Airport
West,MH,Aurangabad,Jayakwadi Dam,Nature/Dam/Birdwatching,Oct-Mar,0,500-1500,2 Hours,Low,Nature Lovers,Aurangabad Airport
West,MH,Nashik,Sula Vineyards Tour,Nature/Experience/Relaxing,Nov-Mar,400,2000-5000,Half Day,Low,Couples/Friends,Nashik Airport
West,MH,Sindhudurg,Devgad Beach,Beach/Relaxing/Nature,Oct-May,0,500-1500,Half Day,Low,Peace Seekers,Goa Airport
West,MH,Thane,Yeoor Hills,Nature/Lake/Park,Year-round,0,200-500,2 Hours,Low,Families,Mumbai Airport
West,GJ,Ahmedabad,Vikram Sarabhai Space Exhibition,Science/Museum,Year-round,20,200-500,2 Hours,Low,Students/Families,Ahmedabad Airport
West,GJ,Vadodara,Khanderao Market,Culture/Shopping/Architecture,Year-round,0,200-1000,2 Hours,Low,All,Vadodara Airport
West,GJ,Surat,Gavier Lake,Nature/Lake/Birdwatching,Nov-Feb,0,200-500,2 Hours,Low,Nature Lovers,Surat Airport
West,GJ,Kutch,Koteshwar Mahadev Temple,Spiritual/History,Year-round,0,500-1500,1 Hour,Low,Spiritual Seekers,Bhuj Airport
West,GJ,Bhavnagar,Barton Library and Museum,History/Museum/Culture,Year-round,10,100-500,1 Hour,Low,History Buffs,Bhavnagar Airport
West,GJ,Patan,Patan Patola Heritage,Culture/Art/Museum,Year-round,0,500-1500,2 Hours,Low,Culture Enthusiasts,Ahmedabad Airport
West,GOA,North Goa,Coco Beach,Beach/Relaxing,Oct-May,0,500-1500,Half Day,Low,Families,Goa Airport
West,GOA,South Goa,Cavelossim Church,Spiritual/Architecture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Goa Airport
West,GOA,South Goa,Cabo de Rama Beach,Beach/Relaxing/Nature,Oct-May,0,500-1500,Half Day,Low,Peace Seekers,Goa Airport
West,DN,Daman,Church of Our Lady of Sea,Spiritual/History/Architecture,Year-round,0,200-500,1 Hour,Low,History Buffs,Surat Airport
West,DN,Silvassa,BAPS Swaminarayan Temple Silvassa,Spiritual/Architecture,Year-round,0,200-500,1 Hour,Low,Families,Surat Airport
South,KA,Mandya,Melukote Cheluvanarayana Swamy Temple,Spiritual/Architecture/History,Year-round,0,500-1000,2 Hours,Low,Spiritual Seekers,Mysuru Airport
South,KA,Chikmagalur,Hirekolale Falls,Nature/Waterfall/Trekking,Sep-Feb,0,500-1500,Half Day,Medium,Nature Lovers,Mangaluru Airport
South,KA,Udupi,Kodi Beach,Beach/Lighthouse/Viewpoint,Oct-May,10,500-1500,Half Day,Low,Families,Mangaluru Airport
South,KA,Hampi,Achyutaraya Temple,History/Architecture/Ruins,Oct-Mar,0,200-500,1 Hour,Low,History Buffs,Vidyanagar Airport
South,KA,Gokarna,Gokarna Main Beach,Beach/Spiritual/Relaxing,Oct-May,0,500-1500,Half Day,Low,All,Goa Airport
South,TN,Chennai,Semmozhi Poonga,Nature/Garden/Park,Year-round,15,200-500,2 Hours,Low,Families,Chennai Airport
South,TN,Madurai,Thirupparamkunram Murugan Temple,Spiritual/History/Architecture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Madurai Airport
South,TN,Kanyakumari,Kanyakumari Wax Museum,Museum/Entertainment,Year-round,50,200-500,1 Hour,Low,Families,Trivandrum Airport
South,TN,Ooty,Wenlock Downs,Nature/Viewpoint,Year-round,0,500-1000,1 Hour,Low,Families,Coimbatore Airport
South,TN,Kodaikanal,Pine Forest Kodaikanal,Nature/Forest/Photography,Sep-May,0,200-500,1 Hour,Low,Families/Couples,Madurai Airport
South,KL,Trivandrum,Koyikkal Palace,History/Museum/Architecture,Year-round,10,200-500,1 Hour,Low,History Buffs,Trivandrum Airport
South,KL,Kochi,Kerala Folklore Museum,Culture/Museum/History,Year-round,100,200-1000,2 Hours,Low,Culture Enthusiasts,Kochi Airport
South,KL,Munnar,Blossom Park,Nature/Park/Garden,Year-round,20,200-500,1 Hour,Low,Families,Kochi Airport
South,KL,Wayanad,Muthanga Wildlife Safari,Nature/Wildlife/Safari,Oct-May,300,1000-3000,Half Day,Medium,Wildlife Lovers,Calicut Airport
South,KL,Kannur,Arakkal Museum,History/Museum/Palace,Year-round,20,200-500,1 Hour,Low,History Buffs,Kannur Airport
South,KL,Thrissur,Athirappilly Viewpoint,Nature/Waterfall/Viewpoint,Sep-Jan,40,200-500,1 Hour,Medium,Nature Lovers,Kochi Airport
South,AP,Visakhapatnam,Tenneti Park,Nature/Park/Sea,Year-round,0,200-500,1 Hour,Low,Families,Visakhapatnam Airport
South,AP,Tirupati,Chandragiri Museum,History/Museum/Architecture,Year-round,20,200-500,1 Hour,Low,History Buffs,Tirupati Airport
South,AP,Kurnool,Belum Caves Festival,Culture/Caves/Nature,Sep-Mar,65,500-1500,Half Day,Medium,Adventure Seekers,Kurnool Airport
South,AP,Vijayawada,Rajiv Gandhi Park Vijayawada,Nature/Park/Entertainment,Year-round,20,200-500,2 Hours,Low,Families,Vijayawada Airport
South,TG,Hyderabad,Nizam Museum,History/Museum/Culture,Year-round,100,500-1000,2 Hours,Low,History Buffs,Hyderabad Airport
South,TG,Nalgonda,Bhuvanagiri Fort,History/Ruins/Trekking,Oct-Mar,10,200-1000,Half Day,Medium,History Buffs,Hyderabad Airport
South,PY,Puducherry,Puducherry Museum,History/Museum/Art,Year-round,10,200-500,1 Hour,Low,History Buffs,Puducherry Airport
South,PY,Puducherry,Immaculate Conception Cathedral,Spiritual/Architecture/History,Year-round,0,200-500,1 Hour,Low,All,Puducherry Airport
East,WB,Kolkata,Maidan Kolkata,Nature/Park/Relaxing,Year-round,0,200-500,2 Hours,Low,Families,Kolkata Airport
East,WB,Darjeeling,Darjeeling Ropeway,Adventure/Viewpoint/Nature,Year-round,200,500-1500,1 Hour,Low,Families,Bagdogra Airport
East,WB,Murshidabad,Hazarduari Museum,History/Museum/Architecture,Year-round,20,200-500,2 Hours,Low,History Buffs,Kolkata Airport
East,WB,Bishnupur,Lalji Temple,History/Spiritual/Architecture,Oct-Mar,25,200-500,1 Hour,Low,History Buffs,Kolkata Airport
East,OD,Bhubaneswar,Regional Museum of Natural History,Science/Museum/Nature,Year-round,20,200-500,2 Hours,Low,Families/Students,Bhubaneswar Airport
East,OD,Puri,Puri Light House,History/Viewpoint/Sea,Year-round,10,200-500,1 Hour,Low,Photography,Bhubaneswar Airport
East,OD,Cuttack,Chandi Temple,Spiritual,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Bhubaneswar Airport
East,BR,Patna,Srikrishna Science Centre,Science/Museum/Entertainment,Year-round,30,200-500,2 Hours,Low,Families/Students,Patna Airport
East,BR,Gaya,Vishnupad Mandir Gaya,Spiritual/History/River,Year-round,0,200-1000,1 Hour,Low,Spiritual Seekers,Gaya Airport
East,BR,Rajgir,Swarna Bhandar,History/Caves/Mystery,Oct-Mar,0,200-500,1 Hour,Low,History Buffs,Patna Airport
